Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-02 00:00:00-05:00,62.97999954223633,63.27000045776367,60.81999969482422,61.880001068115234,4969200,0.0,0.0
2020-01-03 00:00:00-05:00,60.7400016784668,62.119998931884766,60.7400016784668,61.15999984741211,4965000,0.0,0.0
2020-01-06 00:00:00-05:00,61.04999923706055,63.099998474121094,60.95000076293945,63.029998779296875,4091300,0.0,0.0
2020-01-07 00:00:00-05:00,63.029998779296875,63.290000915527344,61.90999984741211,63.029998779296875,3475500,0.0,0.0
2020-01-08 00:00:00-05:00,63.09000015258789,64.58999633789062,62.709999084472656,64.37000274658203,3969500,0.0,0.0
2020-01-09 00:00:00-05:00,64.5199966430664,64.7699966430664,63.959999084472656,64.16000366210938,2510500,0.0,0.0
2020-01-10 00:00:00-05:00,64.5,64.98999786376953,64.08999633789062,64.4800033569336,2897800,0.0,0.0
2020-01-13 00:00:00-05:00,64.30999755859375,64.44000244140625,62.83000183105469,63.400001525878906,4546700,0.0,0.0
2020-01-14 00:00:00-05:00,63.290000915527344,63.560001373291016,62.88999938964844,63.16999816894531,5818700,0.0,0.0
2020-01-15 00:00:00-05:00,63.349998474121094,64.98999786376953,63.290000915527344,64.5199966430664,3356000,0.0,0.0
2020-01-16 00:00:00-05:00,64.68000030517578,65.18000030517578,64.05999755859375,65.12999725341797,2098200,0.0,0.0
2020-01-17 00:00:00-05:00,65.06999969482422,65.08000183105469,63.470001220703125,64.54000091552734,3428000,0.0,0.0
2020-01-21 00:00:00-05:00,64.2300033569336,66.08999633789062,64.20999908447266,65.48999786376953,3458000,0.0,0.0
2020-01-22 00:00:00-05:00,65.86000061035156,67.48999786376953,65.41999816894531,66.76000213623047,8734600,0.0,0.0
2020-01-23 00:00:00-05:00,66.69999694824219,68.08000183105469,65.05999755859375,68.0199966430664,11178700,0.0,0.0
2020-01-24 00:00:00-05:00,68.30999755859375,68.63999938964844,66.48999786376953,66.61000061035156,7332600,0.0,0.0
2020-01-27 00:00:00-05:00,65.62000274658203,65.66000366210938,62.90999984741211,63.41999816894531,11173700,0.0,0.0
2020-01-28 00:00:00-05:00,64.05000305175781,65.5,63.9900016784668,65.25,6978700,0.0,0.0
2020-01-29 00:00:00-05:00,65.08000183105469,65.87999725341797,64.26000213623047,65.19999694824219,8212200,0.0,0.0
2020-01-30 00:00:00-05:00,64.33000183105469,64.56999969482422,62.560001373291016,63.52000045776367,6159800,0.0,0.0
2020-01-31 00:00:00-05:00,62.84000015258789,63.2400016784668,62.189998626708984,62.810001373291016,8643400,0.0,0.0
2020-02-03 00:00:00-05:00,63.310001373291016,63.40999984741211,62.279998779296875,62.880001068115234,7306800,0.0,0.0
2020-02-04 00:00:00-05:00,61.81999969482422,64.0,60.5,61.970001220703125,8366600,0.0,0.0
2020-02-05 00:00:00-05:00,63.16999816894531,66.33999633789062,63.119998931884766,66.06999969482422,6582100,0.0,0.0
2020-02-06 00:00:00-05:00,65.80999755859375,65.98999786376953,63.709999084472656,64.3499984741211,5731200,0.0,0.0
2020-02-07 00:00:00-05:00,64.43000030517578,64.44000244140625,62.900001525878906,63.15999984741211,3818100,0.0,0.0
